id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm57586,Mission Istaanbul,MOVIE,A news reporter must uncover the secret on the 13th floor of a News Station.,2008,,125,"['action', 'drama', 'thriller']",['IN'],,tt1179781,3.4,1169.0,1.009,3.2
tm1020851,Back to the Outback,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021,PG,95,"['animation', 'comedy', 'family']","['AU', 'US']",,tt13575806,6.5,7896.0,155.021,7.8
tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,"Whether it's Rudolph's nose cancer or heated tree-decorating fights, he tackles Christmas with edgy, biting humor.",2016,,31,['comedy'],['MX'],,tt6475778,5.7,71.0,1.235,5.7
tm1093287,The River Runner,MOVIE,"Legendary kayaker Scott Lindgren attempts to complete an extreme, unprecedented whitewater expedition 20-years-in-the-making. When a brain tumor derails his goals, he sinks into the darkness of his own trauma only to discover that healing, like any expedition, is not a destination but a journey.",2021,,86,"['documentation', 'action']",[],,tt15293256,6.9,1667.0,2.283,6.7
tm370232,We the Animals,MOVIE,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",2018,R,94,['drama'],['US'],,tt7681824,6.9,4303.0,6.702,6.5
ts53545,Santa Clarita Diet,SHOW,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,2017,TV-MA,29,"['comedy', 'horror']",['US'],3.0,tt5580540,7.8,66326.0,19.982,7.5
tm825934,Super Monsters Back to School,MOVIE,"Lobo's cousin Vida moves to town, Lobo shows her his favorite places around town, and the next day Vida has her first day of school.",2019,,23,['animation'],"['US', 'CA']",,tt10687588,6.2,29.0,2.472,6.3
tm170395,Sniper: Reloaded,MOVIE,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.",2011,R,91,"['drama', 'war', 'action', 'thriller']","['US', 'ZA', 'DE']",,,,,13.983,6.1
tm350607,Escape from Mr. Lemoncello's Library,MOVIE,Can twelve 12-year-olds escape from the most ridiculously brilliant library ever created? Escape from Mr. Lemoncello's Library plunks a dozen sixth-graders into the middle of a futuristic library for a night of nonstop fun and adventure.,2017,G,69,"['fantasy', 'family']","['CA', 'US']",,tt5878476,5.3,465.0,6.236,5.8
ts268890,Lovestruck in the City,SHOW,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",2020,TV-14,30,"['drama', 'romance']",['KR'],1.0,tt13394544,7.6,2372.0,18.949,7.763
tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,2018,,58,"['music', 'documentation']",['US'],,tt9046560,6.5,786.0,1.705,6.5
tm408104,Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,['comedy'],['GB'],,tt8259682,7.1,2387.0,2.445,6.5
tm822596,Into the Beat,MOVIE,A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,2020,,102,"['music', 'romance', 'drama', 'european']",['DE'],,tt10662234,5.3,1345.0,7.671,6.4
tm360618,The Trader,MOVIE,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",2018,,23,['documentation'],['GE'],,tt10455716,,,7.621,6.7
tm361770,Craig Ferguson: Tickle Fight,MOVIE,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host.",2017,,66,['comedy'],['US'],,tt7193448,6.6,999.0,3.105,6.2
tm1141346,StarBeam: Beaming in the New Year,MOVIE,Summersette's biggest baddies join forces on New Year’s Eve to battle Zoey and the Beam Team. But cool cousin Zara powers up to help save the day!,2021,,47,"['animation', 'family', 'scifi']",[],,tt16112918,5.5,36.0,1.532,10.0
tm244277,Pa Paandi,MOVIE,"‘Power’ Paandi, once a legendary stunt master who ruled the world of film stunts in his prime years is now content in living a peaceful life with his son and grandchildren. But he soon realizes that his acts that he thinks is normal and righteous, constantly irks his son who seems to taking their relationship for granted. One such overblown tiff with his son drives him to go do some soul searching, the outcome of which has many unexpected experiences.",2017,,125,"['comedy', 'action', 'romance', 'drama', 'family']",['IN'],,tt6734886,7.4,1734.0,2.999,7.0
ts225647,Graceful Friends,SHOW,"A group of friends gets intertwined with the death of their professor twenty years ago. Ironically, now in their 40s, they get tangled once again in one man's death. Ahn Goong Chul is a man of success who is married to a doctor and is a director at a popular chicken franchise. One day, he and his wife become suspects in a murder. Through the misunderstandings and suspicion between Ahn Goong Chul and his wife Nam Jung Hae, their relationship starts to deteriorate as secrets and shocking events unfold. Amid the chaos, Ahn Goong Chul desperately struggles to protect his family.",2020,TV-MA,68,"['drama', 'crime']",['KR'],1.0,,,,3.974,8.8
tm143984,London Has Fallen,MOVIE,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016,R,99,"['action', 'thriller', 'drama', 'crime']","['GB', 'US', 'BG']",,tt3300542,5.9,157409.0,47.627,6.145
ts297058,The Snitch Cartel: Origins,SHOW,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",2021,TV-MA,47,"['crime', 'drama']",['CO'],1.0,tt14417802,5.6,189.0,243.02,7.8
ts54156,Chef's Table: France,SHOW,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,2016,TV-14,46,['documentation'],['US'],1.0,tt6088326,8.2,1734.0,4.096,8.6
tm267948,7 Years,MOVIE,The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,2016,,77,"['drama', 'european']",['ES'],,tt5517438,6.7,4961.0,6.603,6.3
tm475501,Wanda Sykes: Not Normal,MOVIE,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",2019,,66,['comedy'],['US'],,tt9169592,7.2,1842.0,3.26,6.8
tm496648,School Life,MOVIE,The daily life of a school located in Saint Denis.,2019,,111,"['drama', 'comedy', 'european']",['FR'],,tt8783532,6.5,2592.0,11.031,7.0
ts77011,The Many Faces of Ito,SHOW,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,2017,,30,"['drama', 'thriller', 'romance', 'comedy']",['JP'],1.0,tt7134506,6.7,248.0,4.347,7.5
tm999817,Green Snake,MOVIE,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",2021,,131,"['fantasy', 'animation', 'action']",['CN'],,tt15000314,6.8,2348.0,15.949,8.5
tm926528,AK vs AK,MOVIE,"After a public spat with a movie star,  a disgraced director retaliates by kidnapping the actor's daughter, filming the search for her in real-time.",2020,,108,"['drama', 'action', 'crime', 'thriller', 'comedy']",['IN'],,tt11651796,6.9,14195.0,3.757,7.3
ts52981,White Rabbit Project,SHOW,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.",2016,TV-PG,48,['reality'],['US'],1.0,tt10767386,6.9,1667.0,3.977,6.9
tm184608,Texas Chainsaw 3D,MOVIE,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",2013,R,87,"['thriller', 'horror']",['US'],,tt1572315,4.8,49312.0,53.401,5.4
ts224164,Night on Earth,SHOW,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",2020,TV-PG,49,['documentation'],['GB'],1.0,,,,10.309,7.4
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",2019,R,65,['comedy'],['US'],,tt10810424,8.4,26075.0,7.885,7.646
tm315584,Godzilla: Planet of the Monsters,MOVIE,"In the year 2048, the human race is forced to leave Earth after decades of losing against Godzilla and other giant monsters. They take a twenty-year journey to another planet called Tau Ceti-e, but upon arrival, they discover that the planet has become uninhabitable. As living conditions on their ship deteriorate, a young man named Haruo spearheads a movement to return to Earth and take it back from the monsters. The ship successfully makes the return voyage, but the crew realizes that twenty thousand years have passed, with Earth's ecosystem having evolved to become centered around Godzilla.",2017,PG-13,89,"['scifi', 'action', 'animation']",['JP'],,tt5979874,6.0,8548.0,15.942,6.3
ts72196,Swap Shop,SHOW,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30,['reality'],['US'],2.0,tt15674202,6.6,355.0,1.554,6.7
ts78053,Kakegurui,SHOW,"Children from influential families in politics and businesses attend the Hyakkaou Private Academy. There, the hierarchy of the students are classified by a series of games. Students that win the games are on the ruling side and the students who lose become slaves. One day, a mysterious girl, Yumeko Jabami (Minami Hamabe), is transferred to Hyakkaou Private Academy. She looks pure and pretty, but she is actually a compulsive gambler and seeks out the thrill of taking calculated risks.",2018,TV-MA,25,"['thriller', 'drama']",['JP'],2.0,tt7691766,6.7,1005.0,24.549,7.9
tm155774,Pomegranates and Myrrh,MOVIE,"A free spirited woman dancer, Kamar, finds herself the lonely wife of a prisoner, Zaid, and away from everything she loves until she returns to the dance, defying societys taboos. At the dance Kamar is confronted with Kais, a Palestinian returnee. Sparks fly between Kamar and Kais, creating more than a passionate, emotional dance for the both of them. Matters become even more complicated when Zaid's sentence is extended. Kamar's life is thrown into turmoil as she becomes increasingly attached to Kais, and caught in the midst of her desire to dance and breaking the family and society taboos of the prisoner's wife's role while life under occupation rages on.",2009,,95,['drama'],"['FR', 'DE', 'KW', 'PS']",,tt1320282,6.2,253.0,2.784,6.7
tm1210970,Gladbeck: The Hostage Crisis,MOVIE,"In August 1988, two armed bank robbers keep German police at bay for 54 hours during a hostage-taking drama that ends in a shootout and three deaths.",2022,,91,"['documentation', 'crime']",['DE'],,tt20420316,7.5,1765.0,37.903,7.4
ts75897,Kulipari: An Army of Frogs,SHOW,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",2016,,23,"['action', 'animation', 'fantasy']",['US'],2.0,tt6040768,6.8,259.0,3.954,7.4
tm810642,Manmadhudu 2,MOVIE,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",2019,,155,"['comedy', 'romance', 'drama']",['IN'],,tt10076106,4.8,708.0,2.4,6.0
tm493175,ZZ Top: That Little Ol' Band from Texas,MOVIE,"The story of how three oddball teenage bluesmen became one of the biggest, most beloved bands on the planet.",2019,,91,"['music', 'documentation']",['GB'],,tt9015306,7.5,1732.0,4.222,7.5
tm474695,Dying to Tell,MOVIE,"In 2012, awarded filmmaker Hernán Zin suffered an accident in Afghanistan that changed his life forever. The traumas he had been accumulating during 20 years of war reporting suddenly imploded. He began suffering depression, loneliness and self-destructive behaviors. Searching for answers of what happened to him, Hernán Zin decided to interview other journalists. He asked them about their traumas, their losses, their fears and their families. DYING TO TELL is the first documentary film ever made about trauma in war reporters. It is a brutal and torn portrait of war, and a tribute to those who risk their lives for the world to be informed.  —Contramedia Films",2019,,87,"['documentation', 'european']",['ES'],,tt5900870,6.8,351.0,1.881,7.1
tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,2021,R,84,"['documentation', 'crime']",['GB'],,tt15085784,6.3,3301.0,5.426,6.2
tm430120,Belmonte,MOVIE,"Federico Veiroj’s fourth feature examines the many, often contradictory layers that make up one’s persona, in this case, a single dad and acclaimed artist who must learn to balance family with creativity.",2019,,75,"['drama', 'comedy', 'european']","['UY', 'MX', 'ES']",,tt8846072,6.1,382.0,2.003,5.5
ts285874,Magic for Humans Spain,SHOW,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,TV-MA,23,"['reality', 'comedy']",['ES'],1.0,tt14136320,6.0,81.0,1.119,4.2
ts310628,MaveriX,SHOW,"Six young motocross riders come together to form a team, to make the national titles, or crash out trying. But the biggest win of all might be the friends they make for life.",2022,TV-G,23,"['drama', 'family', 'sport', 'action']",['AU'],1.0,tt15373864,5.8,140.0,9.568,8.0
ts5145,The Challenge,SHOW,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],37.0,tt6274074,7.8,3362.0,18.075,7.7
ts273436,Murder Among the Mormons,SHOW,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.,2021,TV-14,53,"['documentation', 'crime', 'history']",['US'],1.0,tt13987620,7.0,6309.0,6.871,7.3
tm137362,The Texas Chainsaw Massacre,MOVIE,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003,R,98,"['horror', 'crime']",['US'],,tt0324216,6.2,141736.0,80.47,6.2
tm990983,Paper Lives,MOVIE,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",2021,,96,['drama'],['TR'],,tt13045890,6.6,12034.0,21.221,8.2
ts20918,The Parkers,SHOW,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",1999,TV-PG,19,['comedy'],['US'],5.0,tt0200353,6.8,2377.0,5.745,8.1
tm877746,Krishna and His Leela,MOVIE,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",2020,,125,"['comedy', 'romance']",[],,tt11773276,5.6,1579.0,,
ts83906,Car Masters: Rust to Riches,SHOW,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",2018,TV-PG,37,['reality'],['US'],4.0,tt8893550,8.4,10058.0,18.216,7.7
tm530822,Carlos Almaraz: Playing with Fire,MOVIE,"Explore the life of Carlos Almaraz, a Chicano activist, sexual outlaw, and visionary painter of some of the most unforgettable images of Southern California.",2019,,82,['documentation'],['US'],,tt6335714,7.5,62.0,0.896,7.0
ts37864,The Glamorous Imperial Concubine,SHOW,"Ma Fuya is a princess of the Chu state in 10th-century imperial China during the Five Dynasties and Ten Kingdoms period. In this time of warring kingdoms and political upheaval, Fuya's uncle usurps the throne and brutally kills her father. Ma Fuya is left an orphan, and she escapes with the help of a eunuch. She also falls in love with Meng Qiyou, the Prince of Later Shu. He instead uses her as a political tool, and he brings her back into his kingdom. Many of his brothers are attracted to her, such as Meng Qixing and Meng Qiyun. Due to her resemblance as Meng Qiyun's mother, the Emperor also falls in love with her. Ma Fuya is forced to marry the Emperor, but the procession is interrupted by Liu Liancheng.",2011,TV-PG,47,"['drama', 'history', 'romance']",['CN'],1.0,tt2272555,6.8,156.0,3.417,7.0
ts23797,Black & White,SHOW,"Pi Zi and Ying Xiong are two cops who are as different as day and night. One lives a luxurious lifestyle and does nothing but drink coffee and wait for information from dubious sources to crack his cases. Another believes law and justice are the pillars of society and is constantly on the street catching criminals. When a case brings these two top crime solvers together, sparks fly and light begins to creep into the dark corners of Taipei.",2009,TV-14,37,"['action', 'comedy', 'sport', 'crime']",['TW'],3.0,tt5295012,7.6,312.0,3.208,8.9
ts41899,Nightmare Teacher,SHOW,"A homeroom teacher of Yosan Private High School has an accident, and thus a substitute comes to fill in. Han Bong-Gu  is a mysterious man, and after strange occurrences the class president Ye-Rim tries to get to the bottom of this mystery.",2016,TV-MA,16,"['drama', 'horror', 'thriller']",['KR'],1.0,tt6209442,7.1,446.0,5.677,8.4
tm476708,Kids on the Block,MOVIE,"Children who play constantly with their phones now seem to have forgotten to play on the street. At the insistence of new friends, children decide to play in the park again to end this course. But there is a problem: Bad Kazim sitting in the house next to the park. What is the secret of the evil Kazim who scares everyone who comes to the park? Will the children be able to take the park back from Kazim?",2019,,103,"['comedy', 'family']",['TR'],,tt9533342,5.6,361.0,2.383,5.0
tm408781,Teefa in Trouble,MOVIE,Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.,2018,PG-13,155,"['drama', 'comedy', 'action', 'crime', 'romance']",['PK'],,tt8043306,7.0,3659.0,3.176,7.6
ts90869,Love Daily,SHOW,Romantic anthology web series revolving around 12 stories of 12 months of young people on their paths to love.,2018,,18,"['drama', 'romance']",['US'],1.0,tt7975182,6.1,157.0,4.281,7.9
tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,The Avengers are forced to “party” with Ultron when he seeks to disassemble the team by taking control of Iron Man’s armor and enact a nefarious scheme to take over the world.,2015,,22,"['family', 'animation', 'action', 'comedy', 'scifi']",['US'],,tt5371572,6.1,862.0,16.252,6.5
ts251061,Legend of Exorcism,SHOW,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (非天夜翔) web novel of the same name.",2020,TV-14,20,"['scifi', 'action', 'fantasy', 'animation']",['CN'],2.0,tt14994658,7.7,93.0,16.041,9.5
tm327652,"Roxanne, Roxanne",MOVIE,"The most feared battle emcee in early-'80s NYC was a fierce teenager from the Queensbridge projects with the weight of the world on her shoulders. At age 14, hustling the streets to provide for her family, Roxanne Shanté was well on her way to becoming a hip-hop legend.",2017,,98,"['drama', 'music']",['US'],,tt5796838,6.2,3222.0,10.636,6.1
tm27911,The Departed,MOVIE,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",2006,R,151,"['drama', 'thriller', 'crime', 'action']",['US'],,tt0407887,8.5,1296244.0,33.795,8.2
tm77863,Honeymoon Travels Pvt. Ltd.,MOVIE,"Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",2007,PG-13,118,"['comedy', 'drama', 'romance']",['IN'],,tt0808306,6.1,2648.0,5.216,5.3
ts87320,Can You Hear Me?,SHOW,Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.,2019,TV-MA,23,"['comedy', 'drama']",['CA'],3.0,tt9747016,7.6,697.0,6.936,9.0
tm239769,I'll Sleep When I'm Dead,MOVIE,An energetic and fast-paced bio-doc that examines the story behind one of the most prolific and well-known DJs working today: Steve Aoki.,2016,,82,['documentation'],['US'],,tt4679136,6.6,1364.0,3.096,6.5
ts317078,The Journalist,SHOW,A journalist known as the maverick of news media defiantly chases the truth in this series adaptation of the hit movie of the same name.,2022,TV-14,51,"['crime', 'drama', 'thriller']",['JP'],1.0,tt15101670,7.0,608.0,6.078,8.1
tm854749,The Match,MOVIE,"One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",2020,,96,"['drama', 'european']",['IT'],,,,,5.668,5.7
tm49839,The Players Club,MOVIE,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",1998,R,104,"['comedy', 'drama']",['US'],,tt0119905,5.9,6676.0,9.25,6.3
ts121489,Two Sentence Horror Stories,SHOW,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,2017,TV-14,22,"['drama', 'horror', 'thriller']",['US'],4.0,tt6873926,5.5,1900.0,8.441,5.6
tm52083,West Beirut,MOVIE,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",1998,PG-13,105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",,tt0157183,7.6,4221.0,3.308,7.3
ts272939,The Lost Pirate Kingdom,SHOW,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.,2021,TV-MA,43,"['documentation', 'drama', 'history']",['US'],1.0,tt14057360,6.6,2804.0,6.297,7.7
ts3371,Avatar: The Last Airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,tt0417299,9.3,303666.0,56.915,8.7
tm869373,High & Low: The Worst,MOVIE,"Demon High School is divide into a part-time system and a full-time system, Yoshiki Murayama is the head of the Demon high school and Kaede Hanaoka has an ambition to take on the full-time world in order to challenge Murayama one day.",2019,,125,"['action', 'comedy']",['JP'],,tt19783642,6.7,516.0,4.017,7.1
tm351505,The Reservoir Game,MOVIE,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2017,,100,['documentation'],['KR'],,tt7867724,6.0,35.0,1.569,8.8
ts281062,The Girl from Oslo,SHOW,"Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,,33,"['drama', 'thriller']",['NO'],1.0,tt13968792,6.3,3141.0,9.423,7.3
ts42090,Last Chance U,SHOW,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,TV-MA,59,"['documentation', 'sport']",['US'],5.0,tt5863126,8.4,6897.0,14.88,7.3
tm245722,Chronically Metropolitan,MOVIE,A case of writer's block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,2016,,86,"['comedy', 'drama']",['US'],,tt4460854,4.9,1525.0,3.964,5.3
tm426274,The After Party,MOVIE,"When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",2018,,89,"['comedy', 'horror', 'music']",['US'],,tt7395452,5.7,4405.0,10.276,6.2
tm824398,The Platform,MOVIE,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity.",2019,,95,"['scifi', 'thriller', 'horror', 'european']",['ES'],,tt8228288,7.0,213699.0,47.725,7.003
tm211478,Tamasha,MOVIE,"Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.",2015,PG,139,"['drama', 'comedy', 'romance']",['IN'],,tt3148502,7.3,27331.0,6.88,6.6
ts84833,Diablero,SHOW,A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.,2018,TV-MA,38,"['scifi', 'horror', 'thriller', 'family', 'drama', 'fantasy']",['MX'],2.0,tt7414954,6.7,2568.0,19.915,7.5
tm841410,Fire in Paradise,MOVIE,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",2019,,39,['documentation'],['US'],,,,,4.532,6.7
tm113576,Little Women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0,13.683,7.314
tm1045018,Clash,MOVIE,A man from Nigeria returns to his family in Canada and discovers that Western culture has changed his children in ways that he does not approve.,2021,,88,"['family', 'drama']","['NG', 'CA']",,tt14620732,6.1,34.0,1.253,
ts222625,A Little Thing Called First Love,SHOW,"An ordinary girl falls head over heels for the most popular boy in school. Xia Miaomiao is a shy, artistic student who develops a crush on a handsome, talented classmate and embarks on a journey of self-discovery through college. Because of Liang Younian, Xia Miaomiao decides to make a change. Through the help of her friends, she starts to learn about fashion, join school clubs, and studies hard to raise her grades. Her ordinary life becoming more colorful by the day.",2019,,45,"['comedy', 'drama', 'romance']",['CN'],1.0,tt11152058,7.9,387.0,16.225,9.2
tm55100,Dil Se..,MOVIE,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",1998,PG-13,163,"['drama', 'romance']",['IN'],,tt0164538,7.5,28586.0,7.811,6.8
tm289181,Newness,MOVIE,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017,,112,"['romance', 'drama']",['US'],,tt6408226,6.3,16654.0,34.214,6.1
ts23752,Midnight Diner,SHOW,"Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.",2009,TV-MA,27,"['drama', 'comedy']",['JP'],5.0,tt1882928,8.6,2256.0,7.356,7.9
ts87680,Playing with Fire,SHOW,Three prosperous women -- including a mother and her daughter -- fall for a seductive man in Colombia's Coffee Triangle.,2019,TV-14,43,['drama'],['MX'],1.0,tt9587732,5.9,965.0,20.807,6.2
ts309731,Gormiti,SHOW,"Toby, Nick, Lucas and Jessica have hidden in the kitchen of their house a secret passage that leads to the ""Temple of the Elements"", from where they are transported to Gorm.",2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",4.0,tt9077350,5.2,113.0,4.851,9.2
ts23319,Timmy Time,SHOW,"The show is a spin off from the Shaun the Sheep animation which itself is a spin off from the Aardman series Wallace & Gromit, which introduced the character of Shaun.",2009,TV-Y,14,"['animation', 'comedy', 'family', 'fantasy', 'european']",['GB'],3.0,tt1125758,6.9,1111.0,14.959,6.2
